time,price,volume
2014-08-20,553.0075,44039.665
2014-08-21,558.885,60376.18
2014-08-22,552.9025,35201.955
2014-08-23,593.0775000000001,5979.365
2014-08-24,557.01,5723.985000000001
2014-08-25,549.8149999999999,81068.255
2014-08-26,549.5775,54093.885
2014-08-27,574.3475000000001,44647.72
2014-08-28,571.1025000000001,43547.7
2014-08-29,584.215,47936.92
2014-08-30,547.5325,10635.945
2014-08-31,540.1225,7298.19
2014-09-01,542.9875,44705.075000000004
2014-09-02,648.9300000000001,47543.96
2014-09-03,621.0875,57483.725000000006
2014-09-04,509.1625000000001,43087.835
2014-09-05,564.3975,25668.575
2014-09-06,531.825,9376.745
2014-09-07,582.4449999999999,7924.37
2014-09-08,551.0525,41298.81
2014-09-09,528.4775,41921.26500000001
2014-09-10,581.6600000000001,59144.975
2014-09-11,527.815,20301.645
2014-09-12,531.7075,20074.795
2014-09-13,552.9325,10856.6
2014-09-14,532.3725,12360.630000000001
2014-09-15,564.6374999999999,28839.995000000003
2014-09-16,592.2675,64669.495
2014-09-17,535.8275,53803.34
2014-09-18,564.9449999999999,35369.695
2014-09-19,619.21,40227.06
2014-09-20,611.92,13039.105
2014-09-21,455.3575,22689.545
2014-09-22,511.98,76292.185
2014-09-23,467.66499999999996,55719.245
2014-09-24,499.945,43933.495
2014-09-25,544.96,56561.075
2014-09-26,496.82750000000004,29468.66
2014-09-27,535.3499999999999,18128.675
2014-09-28,457.33,12202.625
2014-09-29,465.95000000000005,65541.085
2014-09-30,522.3425000000001,58322.785
2014-10-01,509.48,59221.47
2014-10-02,454.80999999999995,35304.74
2014-10-03,450.47,37824.065
2014-10-04,432.495,10624.49
2014-10-05,406.2875,10035.99
2014-10-06,442.01250000000005,29355.345
2014-10-07,424.995,46981.52
2014-10-08,453.49249999999995,57571.525
2014-10-09,439.6475,41509.424999999996
2014-10-10,449.8825,25958.914999999997
2014-10-11,457.7725,4808.1050000000005
2014-10-12,504.0,11354.0
2014-10-13,510.5725,36598.415
2014-10-14,528.585,68961.86
2014-10-15,490.1625,93789.51999999999
2014-10-16,465.01,57502.185
2014-10-17,474.0075,48157.14
2014-10-18,538.8025,11746.43
2014-10-19,472.2775,12290.07
2014-10-20,478.17,58522.23
2014-10-21,479.45500000000004,46062.454999999994
2014-10-22,530.015,34539.785
2014-10-23,512.705,30397.364999999998
2014-10-24,480.2325,27693.135
2014-10-25,457.7925,12571.375
2014-10-26,453.68,13497.835
2014-10-27,476.76,41143.825000000004
2014-10-28,493.5925,46884.79
2014-10-29,484.955,38115.91
2014-10-30,497.125,45678.729999999996
2014-10-31,493.90250000000003,37169.175
2014-11-01,424.0575,3845.79
2014-11-02,422.3725,6325.349999999999
2014-11-03,425.9325,33323.275
2014-11-04,446.79749999999996,50102.025
2014-11-05,464.245,65101.83500000001
2014-11-06,458.335,43286.145000000004
2014-11-07,435.59999999999997,48858.97
2014-11-08,465.7125,9374.965
2014-11-09,464.76250000000005,8619.894999999999
2014-11-10,456.02750000000003,63440.255
2014-11-11,504.5975,44704.44
2014-11-12,510.285,45380.8
2014-11-13,546.385,33824.13
2014-11-14,498.9425,54977.94500000001
2014-11-15,503.35,10168.565
2014-11-16,499.6,10266.895
2014-11-17,514.6475,51994.549999999996
2014-11-18,510.26,60076.47
2014-11-19,472.7025,50195.705
2014-11-20,456.85749999999996,12790.775
2014-11-21,471.245,50514.385
2014-11-22,439.33,4722.035
2014-11-23,492.7575,12268.76
2014-11-24,455.09999999999997,43183.36
2014-11-25,482.875,51392.505
2014-11-26,478.0,50606.565
2014-11-27,461.3825,44012.06
2014-11-28,506.88250000000005,43503.840000000004
2014-11-29,463.66,20709.774999999998
2014-11-30,502.83250000000004,16379.21
2014-12-01,513.0250000000001,54638.19
2014-12-02,476.4025,52008.27
2014-12-03,478.82499999999993,45827.365
2014-12-04,506.30249999999995,47871.145000000004
2014-12-05,489.15000000000003,77348.01
2014-12-06,507.3375,14222.55
2014-12-07,483.3275,16923.7
2014-12-08,476.325,81917.73000000001
2014-12-09,483.4425,48447.590000000004
2014-12-10,479.445,38880.515
2014-12-11,500.2,42839.075000000004
2014-12-12,468.72,50786.565
2014-12-13,511.3,6602.735000000001
2014-12-14,457.3075,12545.335000000001
2014-12-15,469.38,56493.695
2014-12-16,494.105,71463.08
2014-12-17,482.485,72614.545
2014-12-18,430.39250000000004,59370.884999999995
2014-12-19,425.51750000000004,58498.405
2014-12-20,428.28,16540.460000000003
2014-12-21,435.5675,13972.144999999999
2014-12-22,473.95000000000005,75549.755
2014-12-23,448.07,73386.69
2014-12-24,448.745,81771.535
2014-12-25,429.90250000000003,1740.5849999999998
2014-12-26,429.59000000000003,6916.475
2014-12-27,429.3125,18093.914999999997
2014-12-28,433.61,14345.085000000001
2014-12-29,429.91,55840.49
2014-12-30,427.21250000000003,40518.265
2014-12-31,459.5475,45403.595
2015-01-01,422.6575,13473.405
2015-01-02,457.69500000000005,37434.015
2015-01-03,417.52750000000003,10983.345
2015-01-04,393.95750000000004,9364.310000000001
2015-01-05,377.41249999999997,65201.655
2015-01-06,421.8675,39960.93
2015-01-07,390.3275,55429.29
2015-01-08,379.3825,69116.42
2015-01-09,385.73749999999995,25793.965
2015-01-10,396.10749999999996,12111.23
2015-01-11,372.7025,15877.49
2015-01-12,364.45500000000004,51310.895000000004
2015-01-13,340.9775,62209.604999999996
2015-01-14,324.145,42702.3
2015-01-15,294.1175,38019.075
2015-01-16,305.54999999999995,51311.49
2015-01-17,299.7025,9631.365
2015-01-18,289.71,15215.48
2015-01-19,347.8975,75293.91
2015-01-20,308.6475,54958.4
2015-01-21,308.1925,56622.84
2015-01-22,323.79999999999995,50597.965000000004
2015-01-23,322.32,32609.32
2015-01-24,313.025,8954.804999999998
2015-01-25,396.57,10233.77
2015-01-26,412.34,16432.519999999997
2015-01-27,360.6875,55314.785
2015-01-28,380.2475,54356.055
2015-01-29,330.3,39959.015
2015-01-30,310.6825,48410.995
2015-01-31,305.775,8278.835000000001
2015-02-01,304.8825,15717.875
2015-02-02,310.7625,57833.909999999996
2015-02-03,326.75,55475.42
2015-02-04,320.5875,62028.575
2015-02-05,307.96,44587.635
2015-02-06,303.38,33002.425
2015-02-07,331.45500000000004,7493.135
2015-02-08,453.6675,19023.715
2015-02-09,306.97249999999997,87359.78
2015-02-10,444.59250000000003,77942.69499999999
2015-02-11,315.935,85844.315
2015-02-12,308.2675,52337.479999999996
2015-02-13,320.555,48691.205
2015-02-14,331.15749999999997,11575.265
2015-02-15,414.1975,24765.685
2015-02-16,327.49249999999995,69236.14499999999
2015-02-17,317.56,58441.62
2015-02-18,332.34499999999997,67873.94
2015-02-19,333.975,54902.965
2015-02-20,339.76750000000004,37092.284999999996
2015-02-21,329.97249999999997,14106.275
2015-02-22,340.955,7448.21
2015-02-23,333.0425,47452.205
2015-02-24,340.3725,55003.88
2015-02-25,336.9575,54252.795
2015-02-26,318.375,52288.125
2015-02-27,332.7875,39066.299999999996
2015-02-28,349.3725,6010.485
2015-03-01,357.28000000000003,11344.62
2015-03-02,354.9125,67271.41
2015-03-03,371.83750000000003,86359.23000000001
2015-03-04,372.0325,83687.90999999999
2015-03-05,365.99,33406.369999999995
2015-03-06,370.7575,35662.505000000005
2015-03-07,375.34749999999997,16901.915
2015-03-08,371.1825,10036.744999999999
2015-03-09,382.1875,54820.8
2015-03-10,404.805,66772.135
2015-03-11,399.3025,79051.395
2015-03-12,400.905,40118.36
2015-03-13,451.975,26636.075
2015-03-14,419.455,14745.515000000001
2015-03-15,409.27500000000003,25917.805
2015-03-16,411.385,68153.68000000001
2015-03-17,403.5025,58761.6
2015-03-18,407.4575,56894.445
2015-03-19,370.7825,45346.765
2015-03-20,389.11,50160.295000000006
2015-03-21,365.91,5067.025
2015-03-22,368.97999999999996,23678.859999999997
2015-03-23,367.8825,60928.11
2015-03-24,373.6475,39699.784999999996
2015-03-25,330.45,23767.765
2015-03-26,339.90250000000003,34702.729999999996
2015-03-27,341.2475,46541.35
2015-03-28,324.505,5385.070000000001
2015-03-29,344.5675,15116.91
2015-03-30,354.18,67891.78
2015-03-31,349.6025,43669.965
2015-04-01,334.4025,39166.045000000006
2015-04-02,357.77,42464.425
2015-04-03,368.99250000000006,13532.664999999999
2015-04-04,372.78249999999997,9240.96
2015-04-05,352.72249999999997,1827.56
2015-04-06,343.7525,8694.555
2015-04-07,337.4525,72562.965
2015-04-08,346.745,47583.005
2015-04-09,359.3275,42691.8
2015-04-10,351.75249999999994,40540.884999999995
2015-04-11,343.76,8313.125
2015-04-12,407.23,11229.095
2015-04-13,348.40000000000003,70732.87
2015-04-14,331.40250000000003,71965.49
2015-04-15,321.8775,36937.95
2015-04-16,335.53249999999997,26660.675
2015-04-17,318.865,37672.89
2015-04-18,322.9975,10736.144999999999
2015-04-19,326.565,5455.055
2015-04-20,374.0625,44259.34
2015-04-21,355.75500000000005,51715.094999999994
2015-04-22,322.75,47202.14
2015-04-23,314.265,41556.06
2015-04-24,315.87,43941.32
2015-04-25,319.2025,5188.485000000001
2015-04-26,295.2375,23148.405
2015-04-27,308.34749999999997,57241.705
2015-04-28,312.125,60831.38
2015-04-29,314.595,56562.875
2015-04-30,299.7575,33054.86
2015-05-01,307.1675,35157.115
2015-05-02,312.21500000000003,5781.39
2015-05-03,315.13250000000005,14801.67
2015-05-04,356.9725,59460.96
2015-05-05,319.3325,65046.98
2015-05-06,319.12,47796.155
2015-05-07,305.1925,39515.655
2015-05-08,337.03999999999996,34347.090000000004
2015-05-09,348.0675,6630.21
2015-05-10,319.97,14086.695
2015-05-11,329.46750000000003,42348.065
2015-05-12,318.1425,53049.78
2015-05-13,323.1725,60106.91
2015-05-14,324.155,41979.545000000006
2015-05-15,293.25,23425.350000000002
2015-05-16,319.6125,22821.175
2015-05-17,334.26,7876.285000000001
2015-05-18,343.79749999999996,81098.0
2015-05-19,327.2875,46229.99
2015-05-20,312.8125,63997.845
2015-05-21,345.8475,43745.409999999996
2015-05-22,361.18499999999995,25385.55
2015-05-23,341.28,13227.16
2015-05-24,332.5625,12775.855
2015-05-25,324.33500000000004,57947.045
2015-05-26,327.0425,50441.275
2015-05-27,331.0475,47253.935
2015-05-28,326.6425,57437.105
2015-05-29,360.29249999999996,44373.35
2015-05-30,341.1025,7857.835
2015-05-31,345.4675,13664.295
2015-06-01,333.84000000000003,72278.62
2015-06-02,334.72,76291.83
2015-06-03,357.59000000000003,60270.005
2015-06-04,314.1125,55764.575
2015-06-05,307.9475,55003.049999999996
2015-06-06,296.5325,17726.505
2015-06-07,347.2,7431.1
2015-06-08,323.1975,30780.785
2015-06-09,360.1975,77615.21
2015-06-10,338.4025,63253.36
2015-06-11,330.1825,59030.965
2015-06-12,364.695,33572.905
2015-06-13,331.985,18015.03
2015-06-14,327.6675,12324.08
2015-06-15,301.5125,86936.015
2015-06-16,314.79249999999996,90438.235
2015-06-17,327.28249999999997,77343.56
2015-06-18,324.9475,41891.545
2015-06-19,345.2125,44497.810000000005
2015-06-20,318.50750000000005,7567.965
2015-06-21,312.855,18835.05
2015-06-22,315.9375,57954.445
2015-06-23,318.02750000000003,65381.75
2015-06-24,314.12,68816.435
2015-06-25,312.375,39448.32
2015-06-26,314.38,35564.315
2015-06-27,343.06000000000006,10705.87
2015-06-28,322.355,11031.029999999999
